interaction_id,userId,productId,session_id,action_type,timestamp,view_duration,rating,product_name,category,brand,description,search_query,current_price,discount_percent,in_stock,preference_score
I2967,U002,B0FM89V2NP,S6465,cart,2025-08-20 04:22:43,130,4.0,"Applicable to PS5 Pro, Automatic Temperature-Controlled Cooling Fan with RGB Lighting,Efficiency Cooling System，3-Modes (Temperature Control, Normal, Off)，USB 3.0 Port，Black",Gaming,Applicable,"Upgrade your lifestyle with the Premium Quality Applicable to PS5 Pro, Automatic Temperature-Controlled Cool.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony playstation 5 console,23.99,20,0,3.414
I1470,U006,B0D38B6XWR,S7322,purchase,2025-08-20 04:22:43,155,4.6,"HD 620S - Audiophile Closed-Back Wired Headphones - Premium Stereo Sound with Speaker-Like Spatial Imaging and Optimized Surround, Black",Audio & Speakers,Sennheiser,Discover the ultimate Item experience with Sennheiser. The HD 620S - Audiophile Closed-Back Wired Headphones - Premium ... combines sleek design with outstanding performance.,sony wh-1000xm5 headphones,249.95,0,13,5.5
I3952,U006,B0FSZ7RZHR,S5361,view,2025-08-20 04:22:43,42,5.0,"Fintie Case for All-New 7"" Kindle Paperwhite (12th Generation, 2024) and Kindle Colorsoft - Lightweight Slim Shell Cover with Hand Strap Auto Sleep/Wake, Black",E-Readers,Kindle,"Looking for the best in Item? The Fintie Case for All-New 7"" Kindle Paperwhite (12th Generatio... by Premium Quality provides exceptional value and reliability. Built to last.",kindle paperwhite 2024,15.99,20,46,1.11
I1814,U011,B0CPSPJYKC,S9092,view,2025-08-20 04:22:43,265,4.4,"UAG Designed for Samsung Galaxy S24 Ultra Case 6.8"" Metropolis LT Kevlar Olive, Magnetic Charging Rugged Military Drop-Proof Impact Resistant Non-Slip Protective Cover",Smartphones,Urban Armor Gear,"Looking for the best in Item? The UAG Designed for Samsung Galaxy S24 Ultra Case 6.8"" Metropol... by URBAN ARMOR GEAR provides exceptional value and reliability. Built to last.",samsung galaxy s24 ultra,32.49,5,90,1.879
I1519,U006,B0CQKMXTQC,S5079,view,2025-08-20 04:22:43,165,4.6,"Samsung Galaxy S24 Ultra Defender Series XT Clear Case - Dark Side (Clear/Black), Screenless, Rugged, Lanyard Attachment",Smartphones,Otterbox,"Upgrade your lifestyle with the OtterBox Samsung Galaxy S24 Ultra Defender Series XT Clear Case - Dar.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",samsung galaxy s24 ultra,26.79,5,150,1.534
I1335,U013,B0D14BZB1T,S9805,view,2025-08-20 04:22:43,181,4.2,"Protein Leather Replacement Earpads for Sony WH-1000XM5 (WH1000XM5) Noise Canceling Headphones, Ear Pads Cushions with Noise Isolation Memory Foam, Added Thickness - Navy Blue",Audio & Speakers,Soulwit,"Upgrade your lifestyle with the SOULWIT Protein Leather Replacement Earpads for Sony WH-1000XM5 (WH1.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony wh-1000xm5 headphones,16.95,10,145,1.5899999999999999
I1246,U015,B0FBTN8YJ5,S3764,cart,2025-08-20 04:22:43,35,4.3,Sony (Renewed) WH-1000XM6 Wireless Noise Canceling Headphones - Silver,Audio & Speakers,Sony,Looking for the best in Item? The Sony (Renewed) WH-1000XM6 Wireless Noise Canceling Headphone... by Premium Quality provides exceptional value and reliability. Built to last.,sony wh-1000xm5 headphones,348.0,10,136,3.086
I275,U010,B0F6NC4M4N,S1686,cart,2025-08-21 04:22:43,171,5.0,"Desktop Computer Hard Shell Travel Carrying Case, Compatible with Apple 2024 Mac Mini M4 / Mini M4 Pro, Fit for Magic Keyboard, Mouse, Trackpad and Accessories (Dark Gray)",Computers & Laptops,Geekria,"Upgrade your lifestyle with the GEEKRIA Desktop Computer Hard Shell Travel Carrying Case, Compatible.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",mac mini m4,30.99,0,28,3.555
I1496,U013,B0FFTRNTDD,S4908,view,2025-08-21 04:22:43,112,4.4,"Pixel 10 - Unlocked Android Smartphone - Gemini AI Assistant - Advanced Triple Rear Camera, Fast-Charging 24+ Hour Battery, and 6.3"" Actua Display - Frost - 128 GB (2025 Model)",Smartphones,Google,Discover the ultimate Item experience with Google. The Pixel 10 - Unlocked Android Smartphone - Gemini AI Assistant... combines sleek design with outstanding performance.,samsung galaxy s24 ultra,599.0,5,113,1.3519999999999999
I2171,U016,B0DBSVJ48F,S2061,view,2025-08-21 04:22:43,25,4.6,"Case ONLY Compatible with 2023-2024 13.3"" Dell Latitude 3340 Series Laptop or 2-in-1 Windows Notebook Computer (NOT Fitting Any Other Dell Models) - Aqua",Computers & Laptops,Mcover,"Upgrade your lifestyle with the mCover Case ONLY Compatible with 2023-2024 13.3"" Dell Latitude 3340.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",dell xps 13 laptop,23.95,10,16,1.052
I938,U019,B087N2VVTP,S6309,view,2025-08-21 04:22:43,93,4.0,"ASUS ROG Strix 17.3"" 1080P Portable Gaming Monitor (XG17AHP)-FHD, IPS, 240Hz, Adaptive-Sync, Built-in Battery, ROG Bag, Tripod Stand, USB Type-C, Micro HDMI for Laptop, PC, Console, 3-Year Warranty",Monitors,Asus,"Upgrade your lifestyle with the Premium Quality ASUS ROG Strix 17.3"" 1080P Portable Gaming Monitor (XG17AHP).... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",monitor,399.0,15,80,1.286
I2761,U015,B0DP3N9CFF,S7399,cart,2025-08-21 04:22:43,148,4.7,"10ft Prong Power Cord for Sony PS5, PlayStation 5, Xbox One S/X Series X/S",Gaming,Playstation,"Upgrade your lifestyle with the Premium Quality 10ft Prong Power Cord for Sony PS5, PlayStation 5, Xbox One .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony playstation 5 console,6.29,10,90,3.476
I3342,U008,B0FQFJ2WRG,S4922,view,2025-08-21 04:22:43,78,4.8,"Watch SE 3 [GPS 44mm] Smartwatch with Midnight Aluminum Case with Midnight Sport Band - M/L. Fitness and Sleep Trackers, Heart Rate Monitor, Always-On Display, Water Resistant",Wearables,Apple,"Upgrade your lifestyle with the Apple Watch SE 3 [GPS 44mm] Smartwatch with Midnight Aluminum Case.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,229.0,20,60,1.234
I2970,U011,B0CVS6T4HQ,S3842,view,2025-08-21 04:22:43,197,3.7,PlayStation®5 Console Call of Duty® Modern Warfare® III Bundle (Renewed) [video game],Gaming,Playstation,Discover the ultimate Item experience with Premium Quality. The PlayStation®5 Console Call of Duty® Modern Warfare® III Bund... combines sleek design with outstanding performance.,sony playstation 5 console,549.99,0,86,1.645
I2247,U007,B0G2SG3NFT,S5441,view,2025-08-21 04:22:43,129,4.8,"MX Master 3S - Performance Wireless Mouse with Ultra-Fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, Bluetooth, Windows, Linux, Chrome, Black",Computer Accessories,Logitech,Discover the ultimate Item experience with Logitech. The MX Master 3S - Performance Wireless Mouse with Ultra-Fast Sc... combines sleek design with outstanding performance.,logitech mx master 3s mouse,79.99,10,29,1.41
I522,U012,B0CRJNZHPW,S5979,view,2025-08-21 04:22:43,134,4.0,"Apple iPhone 15, 256GB, Blue - AT&T (Renewed Premium)",Smartphones,Apple,"Discover the ultimate Item experience with Premium Quality. The Apple iPhone 15, 256GB, Blue - AT&T (Renewed Premium) combines sleek design with outstanding performance.",iphone 15,589.99,10,144,1.428
I95,U008,B0FC1CN4P7,S4908,cart,2025-08-21 04:22:43,74,4.5,"5 in 1 Docking Station Compatible with Mac mini M4 / Mac mini M4 Pro, Premium Silicone Protective Case for Mac mini M4 Dock & Stand, M4 USB C Hub with 3*USB A 3.0 and SD/TF Card, 5Gbps Speed (Silver)",Computers & Laptops,In,Discover the ultimate Item experience with Premium Quality. The 5 in 1 Docking Station Compatible with Mac mini M4 / Mac min... combines sleek design with outstanding performance.,mac mini m4,11.99,0,34,3.221
I2506,U006,B07DKQW279,S4207,view,2025-08-21 04:22:43,177,4.4,"TUDIA EVA Case Compatible with Logitech G305,G309,G502,G502 Hero,M185,G602,MX Master 3S Wireless Gaming Mouse, Hard Travel Shockproof Storage Case [CASE ONLY]",Computer Accessories,Logitech,"Upgrade your lifestyle with the Premium Quality TUDIA EVA Case Compatible with Logitech G305,G309,G502,G502 .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",logitech mx master 3s mouse,13.59,20,23,1.576
I2698,U017,B071CV8CG2,S9273,view,2025-08-21 04:22:43,150,4.6,4 Slim 1TB Console,Gaming,Playstation,Discover the ultimate Item experience with PlayStation. The 4 Slim 1TB Console combines sleek design with outstanding performance.,sony playstation 5 console,28164.0,5,0,1.483
I1091,U009,B0D9LC6HJG,S1977,view,2025-08-21 04:22:43,153,4.6,"Kado Dual Monitor Setup - 2-Pack 24"" Curved 1920x1080 Computer Monitor 1500R 75Hz VESA Mount HDMI Office Gaming Hybrid Built-in Speakers (C24X Dual Series)",Monitors,Kado,"Looking for the best in Item? The Kado Dual Monitor Setup - 2-Pack 24"" Curved 1920x1080 Comput... by Premium Quality provides exceptional value and reliability. Built to last.",monitor,143.91,10,0,1.4929999999999999
I2093,U009,B0DN67KYRT,S5249,purchase,2025-08-21 04:22:43,235,4.2,CMOS Battery ML1220 Replacement for Dell XPS 15 9550 9560 9570/13 7390 9305 9343 9350 9360 9365 9370 9380 Precision 5510 5520 5530 GC020027R00 Batte-ry with 2 Wire Cable and Connector,Computers & Laptops,Dell,Looking for the best in Item? The CMOS Battery ML1220 Replacement for Dell XPS 15 9550 9560 95... by Premium Quality provides exceptional value and reliability. Built to last.,dell xps 13 laptop,8.88,5,0,5.776
I906,U010,B0FN7YDJZC,S8617,view,2025-08-21 04:22:43,14,4.8,"24"" 180Hz Gaming Monitor, 2.5K 2560x1440 QHD Fast IPS 112.5% sRGB Large Portable Monitor, Height & Rotation Adjustable Stand Type-C HDMI Eye Care External Screen for Laptop Phone PS4&5 Switch Xbox",Monitors,Xbox,"Looking for the best in Item? The 24"" 180Hz Gaming Monitor, 2.5K 2560x1440 QHD Fast IPS 112.5%... by Premium Quality provides exceptional value and reliability. Built to last.",monitor,259.99,20,52,1.014
I650,U017,B0DK11LKVJ,S5839,cart,2025-08-21 04:22:43,92,5.0,"Apple iPhone 15 Pro Max, 512GB, White Titanium for Cricket Wireless (Renewed)",Smartphones,Apple,"Looking for the best in Item? The Apple iPhone 15 Pro Max, 512GB, White Titanium for Cricket W... by Premium Quality provides exceptional value and reliability. Built to last.",iphone 15,709.97,10,58,3.283
I1649,U020,B0CPXW9CQF,S7231,purchase,2025-08-21 04:22:43,218,4.5,"Magnetic Case for Samsung Galaxy S24 Ultra 5G, Compatible with MagSafe, Translucent Matte Back Shockproof Phone Cover (Black)",Smartphones,Jetech,"Looking for the best in Item? The Magnetic Case for Samsung Galaxy S24 Ultra 5G, Compatible wi... by JETech provides exceptional value and reliability. Built to last.",samsung galaxy s24 ultra,9.99,0,48,5.717
I3245,U016,B09CTQCBS4,S2354,cart,2025-08-21 04:22:43,119,4.4,"USB Cable for Fire Stick, Micro USB Power Cable for Amazon Fire Stick, Power up Your Fire Stick from Your TV's USB Port, Chromecast, Roku Stick, TiVo Stream 4K, 2 Pack",Streaming Devices,Amazon,"Upgrade your lifestyle with the Premium Quality USB Cable for Fire Stick, Micro USB Power Cable for Amazon F.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",amazon fire tv stick 4k,9.58,10,50,3.376
I1425,U007,B0B6GHW1SX,S6595,cart,2025-08-21 04:22:43,106,4.1,"MOMENTUM 4 Wireless Headphones - Bluetooth Headset for Crystal-Clear Calls with Adaptive Noise Cancellation, 60h Battery Life, Lightweight Folding Design, Black",Audio & Speakers,Sennheiser,Discover the ultimate Item experience with Sennheiser. The MOMENTUM 4 Wireless Headphones - Bluetooth Headset for Cryst... combines sleek design with outstanding performance.,sony wh-1000xm5 headphones,199.95,5,36,3.331
I3425,U014,B0C9DQMQDF,S7989,purchase,2025-08-21 04:22:43,27,4.5,"Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm 46mm 49mm, Rugged Velcro Strap With Three Buckle Loop Tough Nylon Band For iWatch Ultra Series 10/9/8/7/6/5/4/3/2/1/SE",Wearables,Sunfwr,Discover the ultimate Item experience with SUNFWR. The Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45... combines sleek design with outstanding performance.,apple watch series 9,13.59,15,104,5.059
I1143,U005,B0F9RNW3RM,S5742,cart,2025-08-21 04:22:43,293,3.0,Sony WH-1000XM5/S Wireless Industry Leading Noise Canceling Bluetooth Headphones (Renewed Premium),Audio & Speakers,Sony,"Upgrade your lifestyle with the Premium Quality Sony WH-1000XM5/S Wireless Industry Leading Noise Canceling .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony wh-1000xm5 headphones,268.0,5,98,3.976
I2195,U008,B0D17RZRLG,S7528,cart,2025-08-21 04:22:43,60,4.3,"Youth 140W GaN+ USB C Charger 100W Laptop Fast Charger PD3.1 PPS 3-Port USB C Wall Charger Power Adapter for MacBook Pro 16'', Dell XPS, iPhone 17 Pro Max, iPad Pro, Tablet, Chromebook, Yellow",Computers & Laptops,Aohi,"Upgrade your lifestyle with the AOHI Youth 140W GaN+ USB C Charger 100W Laptop Fast Charger PD3.1.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",dell xps 13 laptop,47.48,10,106,3.172
I1167,U019,B0CFSWYMQT,S1479,cart,2025-08-21 04:22:43,56,4.4,"WH-CH520 Best Wireless Bluetooth On-Ear Headphones with Microphone for Calls and Voice Control, Up to 50 Hours Battery Life with Quick Charge Function, Includes USB-C Charging Cable - Blue",Audio & Speakers,Sony,Looking for the best in Item? The WH-CH520 Best Wireless Bluetooth On-Ear Headphones with Micr... by Sony provides exceptional value and reliability. Built to last.,sony wh-1000xm5 headphones,48.79,5,63,3.159
I3466,U007,B0FB9567V2,S3511,view,2025-08-21 04:22:43,129,4.6,"Compatible Apple Watch Ultra Bands for Men, Wide Soft Nylon Sport Loop, Sturdy Magnetic Buckle for iWatch 49mm (Ultra3/2), 46mm (11/10 Series), 45mm (9/8/7), 44mm (SE/2/SE/6/5/4), 42mm (3/2/1)",Wearables,Apple,"Upgrade your lifestyle with the Premium Quality Compatible Apple Watch Ultra Bands for Men, Wide Soft Nylon .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,19.36,5,92,1.41
I1430,U013,B0FWK6YRR8,S1110,view,2025-08-22 04:22:43,195,3.0,"Elite Headphones Pouch, Soft Shell Replacement Protective Travel Carrying Bag with Cable Storage, Compatible with Sony WH-1000XM6/1000XM5/1000XM4/XB910N, ULT WEAR and More (Black)",Audio & Speakers,Geekria,"Discover the ultimate Item experience with GEEKRIA. The Elite Headphones Pouch, Soft Shell Replacement Protective Tr... combines sleek design with outstanding performance.",sony wh-1000xm5 headphones,18.99,15,15,1.638
I2373,U013,B01MQ2A86A,S1077,purchase,2025-08-22 04:22:43,133,4.3,M331 Silent Plus Wireless Mouse- Black,Computer Accessories,Logitech,Looking for the best in Item? The M331 Silent Plus Wireless Mouse- Black by Logitech provides exceptional value and reliability. Built to last.,logitech mx master 3s mouse,29.99,0,97,5.424
I3895,U019,B0BRWNGDYR,S2602,view,2025-08-22 04:22:43,77,4.4,"Kid-Friendly Pens for Touch Screens - 2 Pack of Purple and Blue Stylus Pens Compatible with Kindle, iPad, iPhone",E-Readers,Kindle,Looking for the best in Item? The Kid-Friendly Pens for Touch Screens - 2 Pack of Purple and B... by Premium Quality provides exceptional value and reliability. Built to last.,kindle paperwhite 2024,7.99,15,136,1.231
I219,U001,B0DR2NNTBJ,S3248,purchase,2025-08-22 04:22:43,140,3.9,"Mac mini M4 Dock, Aluminum Mac mini Stand and HDMI Hub for Mac mini M4 and M4 Pro 2024 with M.2 NVMe/SATA SSD Enclosure, 4K60Hz HDMI,10G USB A/C, 5G USB A*2, USB-C Charge, SD/TF, Audio",Computers & Laptops,Mac,"Discover the ultimate Item experience with Premium Quality. The Mac mini M4 Dock, Aluminum Mac mini Stand and HDMI Hub for M... combines sleek design with outstanding performance.",mac mini m4,65.99,10,27,5.448
I3468,U007,B0FQVR59YL,S4595,view,2025-08-22 04:22:43,111,4.6,"Portable Charger for Apple Watch, 2500mAh & Digital Display – Magnetic Fast Charging iWatch Charger for Travel & Keychain Use – Works with Apple Watch Series (Black)",Wearables,Apple,"Upgrade your lifestyle with the Premium Quality Portable Charger for Apple Watch, 2500mAh & Digital Display .... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,18.99,0,69,1.3479999999999999
I3512,U007,B0CGVLP31L,S9819,view,2025-08-22 04:22:43,30,4.6,"Floral Engraved Band Compatible with Apple Watch Band 40mm 41mm 38mm 42mm 44mm 45mm 46mm 49mm Women, Soft Silicone Cute Embossed Flower Strap for iWatch Band Series SE Ultra 11 10 9 8 7 6 5 4 3 2 1",Wearables,Apple,Looking for the best in Item? The Floral Engraved Band Compatible with Apple Watch Band 40mm 4... by Premium Quality provides exceptional value and reliability. Built to last.,apple watch series 9,7.99,0,55,1.069
I714,U004,B0DBPMYQ7H,S8130,cart,2025-08-22 04:22:43,46,4.3,"USB C Headphones for iPhone 15 iPhone 16, Hi-Res Audio Certified USB C Earbuds with DAC, 384KHz/32bit Type C Headphones with Mic for Call, Noise Isolating Comfortable Fit for Samsung",Smartphones,Fhg,"Looking for the best in Item? The USB C Headphones for iPhone 15 iPhone 16, Hi-Res Audio Certi... by FHG provides exceptional value and reliability. Built to last.",iphone 15,24.0,20,100,3.124
I498,U010,B0DWSRMS98,S4090,cart,2025-08-22 04:22:43,210,3.3,"Apple iPhone 15, 256GB, Black for Cricket Wireless (Renewed Premium)",Smartphones,Apple,"Discover the ultimate Item experience with Premium Quality. The Apple iPhone 15, 256GB, Black for Cricket Wireless (Renewed ... combines sleek design with outstanding performance.",iphone 15,589.99,20,62,3.69
I377,U008,B0BN71VW28,S1550,view,2025-08-22 04:22:43,238,4.1,"Apple iPhone 14, 128GB, Purple - Unlocked (Renewed)",Smartphones,Apple,"Looking for the best in Item? The Apple iPhone 14, 128GB, Purple - Unlocked (Renewed) by Premium Quality provides exceptional value and reliability. Built to last.",iphone 15,325.7,0,136,1.786
I3982,U011,B0DY7JMHFZ,S8496,view,2025-08-22 04:22:43,13,3.3,kwmobile Case Compatible with Amazon Kindle Paperwhite (2024)/Colorsoft Case - Cover for eReader with Magnetic Closure - Grey,E-Readers,Amazon,Discover the ultimate Item experience with Premium Quality. The kwmobile Case Compatible with Amazon Kindle Paperwhite (2024... combines sleek design with outstanding performance.,kindle paperwhite 2024,31.99,5,95,1.01
I2023,U018,B07QD38KQL,S3117,cart,2025-08-22 04:22:43,286,3.4,"XPS 13 Laptop,8Th Gen Intel Core I5-8265U Proc Up to 3.9 GHz,4 Cores,8GB 2133MHz Memory,128GB M.2 PCIe NVMe SSD,Intel UHD Graphics,13.3 FHD (1920 X 1080) InfinityEdge Touch Display,FP Reader",Computers & Laptops,Dell,"Looking for the best in Item? The XPS 13 Laptop,8Th Gen Intel Core I5-8265U Proc Up to 3.9 GHz... by Dell provides exceptional value and reliability. Built to last.",dell xps 13 laptop,14959.0,20,34,3.952
I1944,U003,B07XW2MN1N,S9535,cart,2025-08-22 04:22:43,128,3.7,"XPS 13 7390 Laptop 13.3 inch, FHD InfinityEdge Touch, 10th Gen Intel Core i7-10710U, UHD Graphics, 256GB SSD, 16GB RAM, Windows 10 Home, XPS7390-7138SLV-PUS",Computers & Laptops,Dell,"Looking for the best in Item? The XPS 13 7390 Laptop 13.3 inch, FHD InfinityEdge Touch, 10th G... by Dell provides exceptional value and reliability. Built to last.",dell xps 13 laptop,699.93,5,128,3.407
I4036,U001,B0DQTBJF2F,S9121,cart,2025-08-22 04:22:43,174,4.2,"Case for Kindle Paperwhite 12th Gen 2024 (7"")& Kindle Colorsoft Signature Edition,PU Leather Slim Standing Smart Cover Case with Auto Sleep/Wake for Kindle Paperwhite 2024-Purple Flower Butterfly",E-Readers,Kindle,"Looking for the best in Item? The Case for Kindle Paperwhite 12th Gen 2024 (7"")& Kindle Colors... by Premium Quality provides exceptional value and reliability. Built to last.",kindle paperwhite 2024,23.98,20,95,3.566
I2639,U002,B09P5SP6SJ,S7021,view,2025-08-22 04:22:43,162,4.9,"Playstation 5 Disc Version PS5 Console - Additional Controller, 4K-TV Gaming, 16GB GDDR6 RAM, 8K Output, WiFi 6. Ultra-High Speed 825GB SSD with U Deal HDMI (Renewed)",Gaming,Playstation,"Upgrade your lifestyle with the Premium Quality Playstation 5 Disc Version PS5 Console - Additional Controll.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",sony playstation 5 console,799.99,0,13,1.524
I1116,U005,B09Y2MYL5C,S1371,purchase,2025-08-22 04:22:43,160,4.3,Noise Canceling Wireless Headphones - 30hr Battery Life - Over-Ear Style - Optimized for Alexa and Google Assistant - Built-in mic for Calls - WH-1000XM5B.CE7 - Limited Edition - Charcoal Black,Audio & Speakers,Sony,Looking for the best in Item? The Noise Canceling Wireless Headphones - 30hr Battery Life - Ov... by Sony provides exceptional value and reliability. Built to last.,sony wh-1000xm5 headphones,248.0,20,63,5.517
I3563,U011,B08JPRNPPJ,S9788,cart,2025-08-22 04:22:43,283,4.6,Rugged Armor Designed for Apple Watch Case Series SE3/9/8/SE2/7/6/SE/5/4 45mm/44mm Durable TPU Cover - Blue,Wearables,Spigen,"Upgrade your lifestyle with the Spigen Rugged Armor Designed for Apple Watch Case Series SE3/9/8/SE.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,11.67,15,38,3.941
I1603,U018,B0FNS1WZ5L,S5413,cart,2025-08-22 04:22:43,108,4.1,"Samsung Galaxy S24 Ultra 5G, 256GB, Titanium Black - T-Mobile (Renewed)",Smartphones,Samsung,"Looking for the best in Item? The Samsung Galaxy S24 Ultra 5G, 256GB, Titanium Black - T-Mobil... by Premium Quality provides exceptional value and reliability. Built to last.",samsung galaxy s24 ultra,589.97,0,75,3.338
I3554,U015,B08HG5QK6X,S3662,cart,2025-08-22 04:22:43,185,4.2,"Compatible with Apple Watch Leather Band, Rally Strap for Apple Watch Series 11 10 9 8 7 6 5 4 3, SE, iWatch, 46mm 45mm 42mm 44mm 41mm 40mm 38mm 49mm, Ultra 3, 2 & 1 Also comes in Extra Long",Wearables,Bandini,"Upgrade your lifestyle with the Bandini Compatible with Apple Watch Leather Band, Rally Strap for Ap.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,34.95,10,125,3.6029999999999998
I1968,U008,B0DZFCQSLW,S7815,view,2025-08-22 04:22:43,46,3.5,"Dell Latitude 7310 Laptop | 13"" 1920x1080 FHD Touchscreen | Core i7-10610U 4 cores 4.9GHz | 16GB DDR4 RAM, 1TB NVMe SSD | Win 11 Pro Black (Renewed)",Computers & Laptops,Dell,"Looking for the best in Item? The Dell Latitude 7310 Laptop | 13"" 1920x1080 FHD Touchscreen | ... by Premium Quality provides exceptional value and reliability. Built to last.",dell xps 13 laptop,394.0,10,52,1.124
I1803,U006,B0F1M68B9Q,S8309,view,2025-08-22 04:22:43,226,4.3,Watermelon Fruit Prints Hard Back Case Compatible with Samsung Galaxy S24 Ultra 5G,Smartphones,Head Case Designs,Looking for the best in Item? The Watermelon Fruit Prints Hard Back Case Compatible with Samsu... by Head Case Designs provides exceptional value and reliability. Built to last.,samsung galaxy s24 ultra,16.95,15,125,1.745
I3539,U018,B0BRZXNF8R,S7313,cart,2025-08-22 04:22:43,114,4.4,"Sport Band Compatible with Apple Watch Ultra 2 Band 49mm 46mm 45mm 44mm 42mm for Men, Soft Silicone Wristbands Waterproof Replacement Strap for iWatch Series 11 10 9 8 7 6 5 4 3 SE Ultra 3 2 1, 2 Pack",Wearables,Apple,"Upgrade your lifestyle with the Premium Quality Sport Band Compatible with Apple Watch Ultra 2 Band 49mm 46m.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,7.64,20,148,3.359
I310,U015,B0DYK3VJC2,S6121,cart,2025-08-22 04:22:43,173,4.0,"VESA & Wall Mount for Mac mini M4 – 75mm/100mm VESA Compatible, Hexagon Design – Acts as Desk Stand, Mac User Gifts, Office Essentials, Desk Organization, Modern, Made in Texas by Vets, 1ct",Computers & Laptops,Vesa,Looking for the best in Item? The VESA & Wall Mount for Mac mini M4 – 75mm/100mm VESA Compatib... by Premium Quality provides exceptional value and reliability. Built to last.,mac mini m4,6.0,10,138,3.5620000000000003
I85,U002,B0CG5J9V1C,S1320,view,2025-08-22 04:22:43,204,4.5,IT13 Mini PC 2025 with 13th Gen Intel i9-13900HK | 32GB RAM | 2TB NVMe SSD | Windows 11 Pro | 6 X USB | 8K Quad Display | WiFi 6E | SD Slot | Intel NUC13 Replacement Desktop Computers,Computers & Laptops,Geekom,Discover the ultimate Item experience with GEEKOM. The IT13 Mini PC 2025 with 13th Gen Intel i9-13900HK | 32GB RAM ... combines sleek design with outstanding performance.,mac mini m4,769.0,15,88,1.669
I3029,U004,B075XLWML4,S8542,view,2025-08-23 04:22:43,219,4.7,Streaming Stick+ | HD/4K/HDR Streaming Device with Long-range Wireless and Roku Voice Remote with TV Controls,Streaming Devices,Roku,"Upgrade your lifestyle with the Roku Streaming Stick+ | HD/4K/HDR Streaming Device with Long-rang.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",amazon fire tv stick 4k,31.5,5,57,1.721
I1210,U014,B0DX2LNZ68,S5945,cart,2025-08-23 04:22:43,268,4.2,"QuietComfort Ultra Bluetooth Headphones, Wireless Headphones with Spatial Audio, Over Ear Noise Cancelling with Mic, Up to 24 Hours of Playtime, Deep Plum - Limited Edition Color",Audio & Speakers,Bose,"Looking for the best in Item? The QuietComfort Ultra Bluetooth Headphones, Wireless Headphones... by Bose provides exceptional value and reliability. Built to last.",sony wh-1000xm5 headphones,299.0,10,49,3.89
I3457,U014,B0CTDBTQ8K,S4800,view,2025-08-23 04:22:43,240,4.2,"Apple Watch Series 9 [GPS, 45mm] - Starlight Aluminum Case with Starlight Sport Loop, One Size (Renewed)",Wearables,Apple,"Upgrade your lifestyle with the Premium Quality Apple Watch Series 9 [GPS, 45mm] - Starlight Aluminum Case w.... Designed specifically for Item enthusiasts, it offers premium features and unmatched durability.",apple watch series 9,299.0,0,90,1.7930000000000001
I1538,U009,B0CQKQ943H,S1105,cart,2025-08-23 04:22:43,96,4.4,"Samsung Galaxy S24 Ultra Symmetry Series Case - Single Unit Ships in Polybag, Ideal for Business Customers - BLACK, ultra-sleek, wireless charging compatible, raised edges protect camera",Smartphones,Otterbox,Looking for the best in Item? The Samsung Galaxy S24 Ultra Symmetry Series Case - Single Unit ... by OtterBox provides exceptional value and reliability. Built to last.,samsung galaxy s24 ultra,22.07,15,144,3.297
I1105,U019,B0863TXGM3,S6500,cart,2025-08-23 04:22:43,38,4.6,"WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black WH1000XM4",Audio & Speakers,Sony,Discover the ultimate Item experience with Sony. The WH-1000XM4 Wireless Premium Noise Canceling Overhead Headpho... combines sleek design with outstanding performance.,sony wh-1000xm5 headphones,348.0,0,11,3.097
